ID,num_mentions
962250460,2
962251300,2
962252250,2
962253317,2
962253400,2
962254011,2
962254157,2
962255134,2
962255166,2
962255795,2
962255863,2
962255903,2
962256018,2
962256025,2
962256920,2
962257007,2
962257492,2
962257493,2
962259063,2
962259065,2
962259066,2
962259080,2
962259264,2
962259830,2
962260090,2
962260929,2
962260930,2
962264185,2
962264186,2
962264198,2
962264220,2
962264472,2
962265258,2
962265261,2
962265263,2
962265264,2
962265286,2
962265400,2
962267984,2
962267985,2
962268102,2
962268786,2
962269053,2
962269072,2
962270589,2
962270742,2
962270745,2
962270747,2
962270852,2
962271131,2
962271273,2
962271355,2
962271413,2
962271652,2
962272360,2
962272363,2
962272367,2
962272582,2
962273451,2
962274282,2
962274430,2
962274449,2
962274469,2
962274477,2
962275845,2
962275955,2
962276573,2
962276575,2
962278737,2
962279642,2
962280594,2
962280802,2
962280907,2
962280913,2
962280918,2
962281976,2
962282005,2
962282033,2
962282178,2
962282961,2
962282962,2
962282965,2
962283833,2
962284001,2
962284003,2
962284008,2
962286484,2
962287370,2
962287374,2
962287375,2
962287485,2
962287487,2
962287489,2
962288419,2
962288519,2
962289792,2
962290905,2
962290908,2
962290912,2
962290916,2
962290918,2
962290934,2
962291048,2
962292743,2
962292750,2
962292751,2
962292752,2
962292756,2
962292781,2
962292941,2
962293795,2
962297229,2
962297261,2
962298270,2
962299704,2
962301931,2
962302585,2
962302704,2
962302710,2
962302719,2
962302728,2
962302789,2
962303546,2
962303550,2
962303551,2
962303565,2
962303566,2
962303567,2
962303591,2
962303858,2
962304559,2
962304561,2
962304563,2
962304564,2
962304566,2
962304568,2
962304571,2
962304572,2
962304575,2
962304577,2
962304670,2
962306356,2
962306358,2
962307373,2
962307377,2
962307378,2
962307397,2
962308445,2
962308446,2
962308459,2
962309802,2
962309825,2
962309827,2
962309829,2
962309831,2
962309832,2
962309878,2
962310001,2
962310012,2
962310052,2
962310869,2
962310935,2
962310964,2
962312074,2
962312222,2
962312223,2
962313142,2
962313284,2
962315190,2
962315207,2
962315372,2
962315380,2
962315728,2
962315905,2
962315913,2
962315914,2
962315919,2
962315926,2
962316127,2
962316129,2
962318307,2
962318311,2
962318364,2
962318559,2
962318610,2
962223502,2
962223725,2
962223739,2
962224132,2
962225840,2
962227744,2
962227746,2
962230002,2
962230058,2
962230065,2
962230312,2
962231670,2
962231742,2
962231833,2
962231924,2
962234512,2
962237746,2
962237830,2
962237843,2
962237909,2
962242485,2
962244474,2
962244477,2
962244488,2
962244501,2
962247501,2
962247588,2
962250897,2
962251737,2
962251781,2
962251837,2
962251838,2
962251884,2
962251885,2
962256441,2
962258580,2
962258581,2
962261506,2
962261580,2
962262414,2
962263602,2
962263750,2
962263751,2
962264499,2
962264500,2
962264778,2
962264946,2
962264993,2
962265853,2
962265855,2
962265857,2
962266051,2
962266052,2
962266055,2
962266971,2
962266972,2
962267227,2
962267228,2
962267288,2
962269978,2
962270237,2
962270325,2
962270467,2
962271890,2
962271891,2
962272008,2
962272010,2
962272855,2
962273179,2
962273180,2
962273853,2
962273928,2
962273946,2
962274018,2
962275050,2
962275052,2
962275283,2
962275364,2
962275372,2
962275420,2
962277092,2
962277101,2
962277190,2
962277321,2
962278257,2
962279158,2
962279163,2
962279281,2
962282515,2
962282521,2
962283554,2
962283555,2
962283556,2
962283557,2
962283558,2
962283603,2
962283693,2
962285431,2
962285485,2
962285600,2
962286980,2
962287822,2
962287912,2
962288104,2
962289175,2
962289199,2
962289306,2
962289528,2
962289533,2
962290412,2
962290413,2
962290417,2
962290418,2
962291445,2
962291519,2
962291522,2
962291636,2
962293228,2
962295552,2
962297018,2
962297994,2
962298703,2
962298816,2
962298894,2
962298923,2
962299152,2
962300891,2
962300944,2
962301152,2
962301405,2
962301408,2
962301437,2
962301442,2
962301446,2
962301565,2
962303165,2
962303217,2
962304169,2
962305029,2
962305048,2
962306019,2
962306021,2
962310290,2
962311578,2
962314459,2
962314478,2
962314480,2
962314481,2
962314523,2
962314529,2
962314611,2
962314650,2
962316248,2
962316399,2
962316479,2
962317109,2
962317179,2
962317181,2
962317201,2
962317261,2
962317323,2
962317351,2
962317417,2
962319733,2
962319815,2
962319871,2
962319954,2
962320079,2
962320080,2
962320085,2
962320180,2
962320181,2
962320935,2
962320968,2
962392555,2
962220348,1
962220358,1
962220442,1
962220446,1
962222380,1
962222567,1
962222596,1
962222610,1
962223276,1
962223303,1
962224762,1
962224766,1
962224767,1
962224923,1
962224925,1
962224926,1
962227844,1
962227976,1
962231586,1
962232382,1
962235052,1
962236349,1
962236352,1
962236357,1
962236358,1
962236365,1
962240731,1
962243310,1
962243626,1
962244083,1
962245647,1
962245855,1
962245857,1
962245866,1
962246080,1
962246085,1
962246087,1
962246834,1
962246875,1
962249895,1
962251541,1
962254915,1
962256912,1
962257683,1
962257736,1
962258857,1
962260747,1
962260802,1
962260900,1
962260931,1
962260934,1
962260948,1
962260950,1
962263986,1
962264188,1
962264191,1
962264385,1
962266325,1
962266600,1
962268831,1
962268832,1
962270775,1
962271359,1
962271365,1
962274332,1
962274445,1
962274446,1
962274450,1
962274464,1
962274783,1
962274785,1
962275958,1
962278739,1
962279658,1
962280030,1
962280043,1
962280099,1
962280917,1
962280919,1
962280920,1
962281875,1
962281960,1
962282008,1
962282154,1
962284791,1
962284964,1
962286395,1
962287376,1
962288216,1
962288399,1
962291124,1
962292754,1
962292759,1
962292765,1
962292823,1
962293797,1
962296130,1
962297233,1
962297234,1
962297260,1
962298326,1
962298327,1
962302703,1
962302720,1
962302722,1
962302727,1
962302741,1
962303452,1
962303552,1
962303568,1
962303583,1
962303639,1
962304562,1
962305511,1
962306367,1
962311136,1
962311137,1
962311188,1
962311189,1
962313138,1
962313139,1
962314997,1
962315755,1
962315901,1
962315921,1
962316130,1
962316131,1
962316696,1
962317877,1
962317970,1
962318027,1
962318305,1
962318496,1
962318498,1
962318542,1
962318543,1
962319239,1
962319640,1
962262501,1
962265739,1
962265740,1
962265863,1
962265864,1
962270132,1
962270133,1
962273009,1
962273011,1
962275471,1
962275472,1
962277122,1
962277332,1
962277336,1
962292222,1
962292229,1
962293330,1
962293477,1
962301397,1
962305921,1
962306013,1
962306816,1
962306817,1
962310486,1
962310487,1
962319751,1
962319939,1
962319948,1
962319952,1
962328707,1
963400850,1
963400853,1
963642771,48
963655594,46
963577384,30
963655400,30
963655744,30
963606921,22
963596745,20
963600059,20
963600285,20
963638222,20
963644875,20
963644964,20
963553575,20
963555636,20
963556556,20
963556586,20
963580774,20
963583008,20
963593836,20
963593848,20
963597371,20
963597602,20
963600884,20
963610709,20
963610723,20
963611686,20
963614193,20
963616822,20
963621610,20
963624130,20
963627180,20
963628733,20
963641368,20
963641469,20
963643374,20
963643456,20
963645506,20
963651596,20
963651718,20
963651824,20
963651836,20
963651980,20
963655263,20
963656168,20
963656169,20
963656170,20
963656171,20
963656213,20
963556981,18
963631951,18
963642775,16
963642822,16
963587198,16
963587288,16
963611644,16
963626702,16
963595038,14
963565595,12
963626015,12
963632692,12
963642774,12
963642821,12
963645087,12
963655539,12
963577907,12
963580084,12
963632376,12
963651996,12
963549456,10
963552012,10
963552179,10
963552330,10
963552419,10
963555981,10
963556042,10
963556215,10
963558028,10
963558064,10
963564633,10
963565562,10
963571364,10
963571579,10
963571580,10
963574486,10
963574575,10
963579245,10
963579304,10
963581672,10
963582303,10
963582311,10
963582342,10
963582343,10
963582344,10
963586572,10
963586647,10
963588571,10
963588793,10
963589012,10
963589672,10
963591980,10
963594275,10
963597878,10
963601493,10
963606046,10
963606166,10
963606307,10
963608237,10
963608238,10
963608468,10
963608469,10
963608590,10
963609779,10
963611011,10
963611017,10
963611088,10
963611207,10
963611208,10
963612027,10
963615900,10
963615993,10
963618394,10
963618704,10
963620797,10
963620813,10
963621063,10
963623365,10
963623466,10
963629847,10
963632725,10
963633359,10
963633546,10
963635105,10
963636480,10
963636481,10
963640326,10
963640477,10
963640482,10
963640559,10
963641871,10
963642610,10
963642615,10
963642785,10
963642823,10
963642824,10
963642850,10
963643011,10
963644862,10
963644876,10
963644975,10
963646408,10
963647052,10
963650212,10
963651240,10
